ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
768
ITEM: BOX BOUNDS ss pp pp
-6.6502451872036172e-01 4.2278819267736196e+01
0.0000000000000000e+00 1.4440000000000000e+01
0.0000000000000000e+00 1.4440000000000000e+01
ITEM: ATOMS id vx vy vz
254 -1.05137 -2.40885 0.0278399
256 3.37264 0.382267 1.53564
317 -0.448118 -0.00876956 -0.00506123
319 1.23927 -1.01543 1.47674
272 -3.22611 0.0930436 -1.68177
333 1.04974 -1.89622 2.27732
369 0.866937 1.04902 -0.715244
318 -2.63421 1.06044 0.191429
320 -1.8697 -0.367782 -1.62466
381 0.184386 1.22696 -2.64139
383 -1.47844 0.764686 0.634326
336 -1.60517 -1.86533 1.48661
397 1.86296 -2.30385 0.684688
382 0.301337 -1.1229 -2.70711
384 1.35185 0.405102 2.8981
445 0.881605 -2.7455 -0.613725
447 2.89762 3.49712 1.28782
449 1.66432 1.89214 -2.70108
497 -2.96418 0.794235 1.7875
461 0.689828 0.146652 0.529036
446 -1.38552 -0.592154 -3.68091
448 1.38588 1.73356 -3.36905
509 0.48151 1.74575 2.21309
511 -2.04797 0.241545 2.40341
464 3.58714 2.61109 1.58354
498 -2.18021 -0.78167 4.0308
561 -0.764088 1.84936 0.342395
513 -0.915749 3.11173 -1.31039
510 3.26284 -0.344211 -2.71046
512 1.06913 0.11582 -0.370957
573 2.99638 -0.670573 3.90623
575 3.57106 0.296353 -0.907615
625 0.52501 0.340285 4.35638
528 1.68438 1.09206 -0.965742
574 2.43799 1.86688 1.60748
576 -1.92105 1.68986 0.279338
637 1.21349 -1.91701 -1.04359
639 4.04023 1.48393 2.08163
689 1.48654 -1.77558 -1.79456
626 5.6687 -0.76353 1.75187
638 0.93855 0.88342 -3.7949
640 -0.168971 0.440451 -0.376251
701 -2.64962 0.279324 0.600999
703 -0.812355 -1.57593 -1.06246
702 -0.555236 -1.68859 -1.75877
690 1.14225 2.10447 4.5347
753 0.856237 -3.81072 1.42646
720 2.39589 -0.217664 -1.8108
754 1.05301 0.853653 1.7084
704 1.15601 2.13215 -0.525537
717 -0.363763 -0.91716 -0.558317
765 -1.54103 -1.48509 -1.68601
766 -1.69378 -0.3263 1.28273
767 0.603412 1.09064 3.00537
768 0.936539 -4.95941 6.5018
ITEM: TIMESTEP
100
ITEM: NUMBER OF ATOMS
768
ITEM: BOX BOUNDS ss pp pp
-8.5597938615827340e-01 4.2373711854248000e+01
0.0000000000000000e+00 1.4440000000000000e+01
0.0000000000000000e+00 1.4440000000000000e+01
ITEM: ATOMS id vx vy vz
3 1.16019 -1.28464 -0.643261
6 -4.79915 -4.02484 0.752903
20 0.594701 -0.0607264 -0.373855
21 2.28269 -0.878966 -0.617675
67 1.83209 -1.3584 -1.06239
85 2.64562 -0.966181 3.33518
69 4.22746 -1.4493 -5.14433
70 0.811991 -0.701996 -1.02886
84 -1.83456 -3.14549 -1.15422
149 -2.8003 -0.329337 1.22614
131 3.84379 -2.09475 3.83839
133 0.489036 0.0330375 3.562
66 0.763748 0.808215 2.59778
129 0.934916 2.52645 -0.732386
68 3.63409 -0.825633 0.852838
145 4.47293 -1.48781 -0.173024
134 -0.12684 0.580419 -2.09752
148 0.408932 0.0251717 -1.51269
195 -4.4468 1.08186 -1.98151
213 2.29604 0.857467 1.00536
197 -1.0067 -0.0286173 -2.36787
130 -0.195773 -1.53929 1.73775
209 0.31448 0.0483544 0.450516
198 -1.19431 0.0421591 -3.29302
212 1.53991 1.34388 3.30113
259 -3.01975 -2.9693 -0.615193
277 0.336937 2.67786 -0.0719956
196 -1.54705 3.16056 2.33214
273 0.230257 -0.16603 -1.62353
194 2.74764 -0.685239 2.6641
262 0.53698 1.42446 -1.49373
276 -4.03084 5.25794 1.88409
323 3.65813 -0.0976237 0.109129
341 -0.255443 0.927562 -1.35638
258 -0.168463 -1.4134 -1.08942
260 -0.23967 -1.82115 -2.25766
326 -0.955664 -1.22538 1.20735
340 -2.82975 -3.29683 0.741761
387 2.94907 3.00471 1.78332
405 -1.87206 -1.3721 -1.71735
322 -2.37927 -0.641667 1.90452
389 -1.37753 2.7052 0.448525
390 1.19371 0.390389 -2.99023
404 -0.00131713 0.989433 -0.989332
451 1.37752 2.77254 -0.921851
469 -0.803141 -0.712584 1.34152
453 1.43257 -1.1003 2.96043
454 -0.325104 1.47096 -0.468307
468 0.474845 -0.0277073 1.96263
515 1.58596 -2.06873 -3.40719
533 0.300225 1.93862 -1.35054
517 1.22048 -0.331366 -2.2338
452 1.12317 2.19142 -4.02081
529 -0.56466 -3.02999 -0.713844
518 0.565522 2.0442 2.44029
532 4.87615 -0.277081 0.733671
579 0.314053 0.934867 0.0151744
597 0.669619 1.13412 0.552795
577 -3.52458 -1.82097 -2.39052
581 2.70249 2.80224 -2.66999
593 -4.89313 0.174582 -2.25038
582 -0.279289 1.27581 1.13547
596 1.85812 -0.783309 -0.657726
643 0.812272 3.04937 -0.324997
661 1.39779 -1.55457 1.9732
646 -2.17935 0.118635 0.151839
660 0.890862 -1.2441 0.734298
580 0.293264 -1.42881 0.391242
645 -4.52754 1.06721 -0.745564
644 -0.10612 1.0372 2.88714
642 -0.136951 0.487983 -0.0668444
641 1.46228 -0.516047 2.19751
707 -1.76722 0.888468 0.698818
710 -2.62446 3.24238 0.201013
724 0.880176 0.055467 -0.573199
725 -0.488944 -1.9737 -2.9067
705 -2.10698 -0.0365395 1.89217
709 -3.44369 0.371749 -0.0875408
19 1.62013 -1.17112 -4.87453
22 3.36161 0.186302 -0.682817
35 -0.474337 -3.28614 2.08214
36 2.91125 -4.37506 -0.502085
37 -0.195204 0.0846686 -0.339414
38 0.366004 2.32574 -2.43464
34 2.76488 -2.33552 -0.862436
83 0.396897 1.33456 -1.029
99 0.439131 -2.56548 0.471733
101 1.26005 -0.792303 -0.551638
97 1.14234 2.73693 1.51696
33 2.85494 -0.253433 1.11052
86 0.569316 -0.264127 -2.2445
100 -1.61992 3.18662 0.615504
102 0.000254353 -1.03224 -1.41612
147 6.3888 -2.6258 0.60007
163 2.31494 0.400407 -0.938064
165 -0.608072 -2.23693 -1.02188
82 -0.31747 3.96644 3.47898
161 1.43526 3.22041 1.08187
150 0.227309 0.63017 1.94126
164 0.325313 1.85583 1.27716
166 -0.257027 0.266568 -0.142089
211 -0.194108 -0.938308 -3.60208
227 -1.37046 1.4751 0.21049
229 2.30751 0.65084 -0.0716808
225 3.36199 -3.44619 1.45377
146 1.26058 -0.669751 -0.0431182
162 2.80348 -0.657779 1.49908
214 2.76891 1.47385 -1.59892
228 2.8959 0.506473 -0.254374
230 -3.46111 -0.29977 0.00217354
275 1.38914 0.319269 -3.7895
291 2.52603 -1.74212 -0.70785
293 0.0928248 -1.78912 -0.275846
210 1.67648 -3.57263 -2.23223
289 1.91771 -2.321 0.402949
226 1.33254 -3.10026 8.18233
278 1.31835 0.448086 -1.61765
292 1.46586 -2.19431 1.05816
294 -1.00993 3.31054 2.53424
339 -3.13242 2.6284 3.83014
355 0.289268 1.76539 1.9312
357 1.70914 -1.23352 -1.59669
290 2.92543 -0.314387 -0.896522
353 -0.780359 -0.669114 -0.0102002
342 -1.9913 4.43188 0.104219
356 -1.39322 1.64162 -0.59499
358 -2.41192 0.601897 -2.5898
403 -0.372016 0.616282 3.0372
419 -2.1752 -0.221116 -0.957081
421 -0.101991 1.07365 1.19656
417 0.060869 -1.38477 -2.15101
338 0.45162 2.57182 0.32035
406 2.6872 1.79868 1.33257
420 -1.03682 -1.21729 0.157738
422 -2.63856 -1.70601 1.66517
467 2.08912 -2.0449 -2.73882
483 0.185506 2.28669 -2.96825
485 -1.95896 -0.765273 -1.46457
418 -1.44861 -2.50025 -1.02308
470 -2.59862 2.07792 1.16274
484 0.033621 -0.24417 -2.47365
486 0.506146 -1.00842 0.568794
531 -0.726043 1.48821 -1.44491
547 -1.60351 0.128039 2.66427
549 2.17523 1.88744 -2.24003
545 1.42686 -0.822866 0.11169
534 0.879186 1.39491 -5.70309
548 0.0877457 0.337838 -2.18365
550 -1.2215 1.18864 -1.05208
595 -1.18556 -0.560998 1.831
611 -0.847656 0.547734 -1.92198
613 0.206364 0.854536 2.8706
530 -1.77242 0.832814 -0.894995
612 3.27044 2.07806 -1.0266
598 0.89166 2.07373 -0.153319
614 -0.277076 2.98525 -1.48839
659 1.10481 -1.62314 -2.89561
675 -0.831161 0.807131 -0.42017
677 -3.37325 0.101033 1.47517
662 -0.144078 0.86342 -1.18971
673 0.465599 1.94865 1.72007
676 -0.842578 1.56097 2.65802
678 -1.2773 -0.174306 0.814404
674 -2.75516 0.632734 3.5144
723 -2.71127 -2.64292 -2.008
726 -1.5152 -1.0642 0.825097
739 0.880353 -2.26808 2.3557
740 -1.27393 0.650619 0.326793
741 0.75201 -0.796169 0.594802
742 -0.688759 0.814396 2.1209
738 -0.417695 -1.51952 0.309917
722 -1.87958 1.02188 0.718805
4 1.30163 -1.6277 -1.73542
5 -1.09533 -1.28703 -0.419309
1 0.482847 -2.71809 2.27404
51 0.875012 -2.67816 1.07401
52 5.94492 0.657965 -0.146093
53 -3.31861 0.780881 -3.65842
54 -0.204342 -3.45152 1.48822
117 0.685599 1.38408 -1.90322
113 3.35799 3.94961 -0.00226615
115 -0.765365 0.0588409 -0.478988
116 -2.77576 1.29169 0.551571
118 2.22634 -1.16928 -1.14722
179 1.72926 -2.1891 -2.72906
181 1.29512 1.09169 -0.330545
114 3.06337 1.6987 -1.45721
193 1.28765 -3.25012 -2.01989
132 1.02158 -1.69686 -0.0992876
180 0.598148 1.25831 -0.0228485
182 1.75086 -0.462464 0.350018
243 1.89026 2.14013 0.1287
245 -0.82606 0.555373 -0.664445
178 2.37467 1.27083 -1.70129
241 -2.82819 -0.0646012 -0.8012
261 -0.216471 -0.241505 -2.89435
244 -1.72931 -6.77899 -1.48081
246 -0.497039 -1.68341 -0.346418
307 -2.10339 1.21176 -2.44746
309 -0.562093 -0.781955 2.43115
242 -1.29694 -0.592576 -0.0775217
305 -2.08546 1.87721 -1.41026
321 -6.24587 0.585071 -0.128112
308 -0.791612 1.0157 1.00613
310 -2.70512 -3.85805 0.151057
325 -1.51386 -0.719949 2.3166
371 4.11582 1.69568 -0.0759746
373 0.322779 -2.92438 1.01781
306 3.55565 -1.45967 1.35206
324 -3.21774 -0.141401 1.13412
372 -3.35408 2.0355 -0.736113
374 0.668438 -0.626567 2.2431
435 -4.98688 1.35349 0.464071
437 0.70585 -1.49111 1.98675
433 0.761126 -1.68863 2.05923
370 -2.48352 2.57417 2.70447
388 -2.26159 1.40216 3.08481
436 1.16708 -2.28427 -1.15915
438 0.262084 1.05913 1.18536
499 -0.645477 1.42815 1.28639
501 4.16378 -4.94307 -1.49689
434 -1.76707 -0.29705 3.09878
500 -0.210028 -1.58176 2.28165
502 1.31668 1.17803 -0.758745
563 0.226637 -1.97602 0.172491
565 -1.34934 0.35747 0.104259
516 -4.9257 -3.23099 -0.514793
564 -0.876155 3.53602 -1.88139
566 0.97548 -1.08551 -0.204109
627 2.07779 -1.07703 -0.313052
629 -1.81588 -0.356966 4.24402
562 1.73073 1.60218 3.73299
628 -0.433024 1.43435 0.0867199
630 2.14992 -0.152182 2.50535
691 -1.05811 1.7899 0.0532233
693 -0.0545709 -0.440398 -0.626416
694 -2.0434 -3.25451 -0.551526
692 4.70386 0.639854 0.291761
708 0.687791 -3.54437 2.91692
755 0.993337 -0.150051 -0.364333
756 -1.4501 1.43265 0.976239
757 0.408518 1.13009 2.68072
758 -1.22048 3.45877 1.48789
7 -2.66112 2.80809 -0.929565
10 -1.72974 -2.12338 -0.174839
11 1.22457 0.196056 0.474903
24 -0.665052 2.43892 1.05863
25 -1.60989 -0.552528 -4.46331
28 3.00101 -3.92229 1.82364
75 0.461679 -0.501015 2.10275
89 -0.806732 -0.427507 2.68558
8 -1.66631 0.975929 1.5326
9 -3.17337 -0.0949076 3.61281
12 3.06951 1.46419 -0.398835
71 -2.16264 -0.840781 2.53712
74 4.41437 -2.42425 -3.9272
88 1.95944 -1.27999 0.535257
92 1.37598 -1.15381 -0.0377828
135 0.0705746 -0.314961 2.4456
139 0.344087 -2.93451 1.6514
153 -1.88515 1.43714 -2.34335
72 0.121584 3.08004 -1.80781
138 -1.73623 0.21155 -2.23717
152 0.0211053 -0.174379 -1.85379
156 0.745293 1.23485 -2.88776
199 -0.973446 -0.411679 -0.754117
203 0.285041 -1.58629 -3.17804
217 0.737477 -1.45693 -3.40316
202 -2.77646 0.0537671 1.63688
216 0.962907 -0.665774 -2.72671
220 2.39442 2.47563 1.40827
263 0.00818383 0.718775 0.732435
267 1.17734 0.258198 0.271793
281 1.60338 -3.24015 -0.179731
200 3.84309 -2.82773 -3.95976
266 -1.92566 0.513617 1.63767
280 -0.616569 1.36091 0.851558
284 -0.824968 -0.143814 0.0257501
327 2.51758 -1.33752 1.98792
331 -1.25134 -2.00934 2.01757
345 -3.12826 -4.51786 -0.105533
264 -0.158729 -1.92865 3.67408
330 1.46839 1.57983 -2.06433
344 -1.64409 4.66014 -2.07624
348 1.4955 1.57159 1.12074
391 -0.0991495 1.38857 0.0502368
395 -0.459704 -1.56516 4.37173
409 0.678005 0.324316 0.0981545
332 -1.35128 0.649524 -3.21943
394 1.51895 1.04058 -2.12223
408 -0.37026 0.514487 -3.17335
412 0.188238 -1.12226 -1.27351
455 0.168367 -0.582594 2.5979
459 -1.36222 -2.34709 -1.56073
473 -1.66376 -1.92293 -0.302325
457 -0.914661 -0.853817 0.846451
458 -0.395247 0.597993 -1.53004
472 -2.50141 -2.66586 0.748235
476 -0.554475 -2.55113 -2.52
519 -4.609 -0.166467 0.143225
523 1.15649 2.31462 1.74299
537 -2.14205 2.86669 0.79062
456 -0.823691 4.47853 0.145486
460 0.496601 1.6544 -1.16644
521 -1.05102 -5.67159 -0.499565
522 -1.53768 0.814424 0.374469
536 -1.0791 2.44146 -0.579515
540 1.80472 2.68185 -0.152306
583 0.938213 0.736834 1.78792
587 -0.074033 -2.4167 -0.436741
601 -1.33975 1.78244 1.40376
520 -3.00433 -0.97266 -0.754545
524 1.95133 -4.15527 -1.78738
586 1.24801 -0.840318 1.00747
600 -4.38315 -0.47529 2.19294
604 -1.73843 0.240126 -0.744741
647 -1.99679 -2.81427 0.192637
651 -2.12706 -3.46319 1.40955
665 3.5706 1.95638 -1.72781
650 -3.33226 0.764677 0.718995
668 -0.356059 1.65127 -1.37675
664 -2.54292 -2.60604 -0.738357
648 0.0361828 -0.767318 0.771175
649 -1.80439 -0.383242 -1.95709
588 0.153852 1.1879 1.82678
584 -3.5433 -0.592775 1.33418
711 -1.29748 0.491139 -2.5085
714 -0.620486 -0.54724 -2.04961
715 1.1308 -0.636526 -0.235314
728 -0.786932 0.536615 -0.673102
729 0.806403 -1.95625 -0.69889
732 0.0833005 0.288211 0.759178
713 -1.2339 -0.528171 -0.481255
712 -0.179863 3.1535 1.03769
23 0.202695 1.08098 -1.15413
26 3.05418 0.0447412 -1.3924
27 1.69734 0.15759 -2.78529
39 0.922977 -0.355199 -0.826972
40 -0.311722 1.55486 -1.50942
41 0.82553 2.80399 -4.8976
42 0.926591 1.10284 -1.12366
43 2.06629 2.13974 3.8355
44 1.61241 1.86869 -3.6655
91 -0.927447 1.81852 -2.17108
87 1.2544 -0.151048 1.76628
107 0.592039 -1.21638 -2.23579
105 1.3278 0.500255 1.18224
103 -0.34634 1.81876 -2.74164
90 0.725742 3.039 -3.05305
104 1.72633 -2.27094 -0.95855
106 -0.415495 -2.42788 -0.295882
108 -1.39347 0.741626 1.09776
151 1.61404 0.357256 0.478613
155 0.524361 -2.08215 -1.07243
167 -0.716721 1.29035 -4.23094
169 -2.99403 1.9352 -1.15494
171 0.442707 3.2432 -0.0583376
154 -1.13186 -1.06254 1.31179
168 3.23136 0.57308 -2.3109
170 1.01063 -1.34383 -2.84578
172 0.675299 -1.24937 0.182517
215 3.77386 -1.51001 -2.85977
219 2.16126 -0.0305833 2.62397
231 1.26373 4.55484 -0.54052
233 1.28565 1.23169 -1.72796
235 0.736897 1.58614 0.286579
218 4.31231 2.02804 1.37031
232 -2.60215 -2.75304 3.22814
234 0.0181946 -1.99542 -3.84758
236 -3.42559 -0.730981 0.952519
279 -0.497995 -2.73897 3.45704
283 0.251756 0.221806 2.39699
295 1.93068 -1.07395 -1.69225
297 0.756039 -2.32349 -0.565194
299 0.131641 0.317363 -0.483902
282 -1.39861 -2.51399 1.75152
296 -0.0186087 -0.870682 2.49009
298 3.0995 -1.66381 -0.535053
300 -1.86527 -1.01527 0.401845
343 -0.143527 -3.22728 1.49941
347 0.182967 0.883638 0.566385
359 -1.03085 -1.06188 2.00973
361 0.642494 0.803378 0.0495752
363 0.903845 -0.698243 1.52253
346 1.31281 0.998834 -1.25802
360 3.36588 -0.76508 -0.240159
362 -1.29231 1.31574 -0.415535
364 1.32621 0.158931 0.852625
407 -1.04456 2.51945 -3.3478
411 4.46014 -1.06076 2.75542
423 1.30679 1.50526 -0.121406
425 -0.687494 -2.6254 3.24105
427 -1.8873 0.385031 -3.75782
410 0.417884 1.59611 -3.8909
424 -2.72589 -1.55517 -4.19978
426 -1.99219 0.359356 -1.15686
428 -0.459969 -0.764752 -3.46623
471 0.0220419 -2.00989 -1.74517
475 -1.9225 -2.33484 -0.494638
487 1.10736 -3.40908 1.20781
489 -2.20487 0.494399 2.83848
491 3.41788 0.485473 1.24812
474 2.5865 -2.17185 0.786908
488 3.20174 -2.46345 -1.15194
490 1.37943 1.54095 -1.20047
492 -0.112175 0.378291 0.807805
535 0.754316 -1.85722 2.86858
539 -1.54304 2.59972 1.26122
551 -0.233525 -1.52148 2.63769
553 -2.71455 -0.761921 -1.13554
555 -1.13217 -3.94363 0.11864
538 -2.39514 -0.109577 1.74976
552 1.64735 0.213416 -2.85501
554 -1.71861 -0.305758 0.302668
556 -4.9405 -0.999608 1.46056
599 -1.80176 -2.64826 -2.02118
603 -4.72088 1.8339 2.52682
615 -2.14834 -3.86503 -0.147687
617 -1.29187 -3.6475 3.84901
619 -0.1902 -0.989682 -0.484076
602 -0.317253 2.22769 -2.70005
616 0.81698 -0.95739 -0.524942
618 1.40686 -2.48434 1.54801
620 -1.04027 0.808706 1.59184
663 -3.21797 0.359506 -2.12827
667 -0.252509 0.352236 -3.53026
679 0.423737 -2.20323 -0.532651
681 -1.40576 1.04231 -0.0233592
683 1.79183 0.514266 3.46591
666 0.506934 0.402701 -1.75366
682 1.51344 -0.109173 1.08748
680 1.12961 2.84781 -1.20319
684 0.0753551 -1.1861 3.64618
727 -0.735319 3.80313 1.52627
730 -2.42682 -0.443471 -1.28129
731 -0.125678 -1.51253 0.774755
743 -0.668693 -0.485457 -1.11822
744 -5.3858 0.650704 2.11017
745 -1.44336 3.4677 0.884606
746 -0.26241 2.51833 0.156851
747 -3.32955 -1.403 2.0225
748 -2.2279 -0.697443 -4.04165
73 0.971364 2.76577 -0.772445
55 0.0818684 -0.48058 -1.80385
56 -3.10051 0.732636 -1.18112
57 2.18254 -1.91578 1.30504
58 -0.55932 0.815965 0.356612
59 -0.132425 2.4939 -0.736664
60 -0.486032 0.574431 -4.1944
119 -1.27037 2.57311 3.87402
123 -1.16722 3.02767 1.26043
76 -3.48802 2.26782 -0.800096
137 1.85814 3.29573 0.770678
121 2.47531 0.825978 3.53661
120 0.750132 -2.58776 -0.231452
122 -2.36146 -1.94109 1.11557
124 0.198592 2.04151 0.97944
183 0.485175 -0.893605 0.808978
185 2.16227 3.27385 2.19502
187 0.404413 0.58716 -1.51167
136 -0.460399 -0.779875 0.907402
140 0.433003 -1.37114 0.572003
201 0.441399 0.652306 1.23483
184 1.96947 -0.0448305 2.48708
186 0.126584 2.98851 -0.553766
188 -0.666288 -2.42163 0.0321239
247 -4.27307 0.190587 3.72273
249 -0.144677 -1.47016 0.653481
251 1.59613 -0.198586 0.849476
265 3.06138 3.54328 -2.91619
204 0.873042 -2.40889 -0.656585
248 4.24617 -2.18621 -0.268041
250 2.13814 3.72807 1.26904
252 -0.0677614 0.288619 1.59202
311 -0.280696 -0.536839 2.63594
313 -0.00228838 0.187535 0.581504
315 0.83939 -2.18814 2.19245
268 0.974461 -2.4474 -3.75466
329 -0.0835302 -1.71209 -1.23101
312 4.04395 -0.183281 0.20066
314 -2.34405 -1.09615 3.70394
316 -2.37543 -1.10497 1.86013
375 1.29809 4.65589 1.44251
377 0.969128 -1.27327 2.80442
379 -4.21437 -0.877807 -1.82489
328 0.144903 1.87328 -1.83133
393 0.0659104 2.32258 0.219699
376 0.921157 -1.78176 -1.88009
378 2.17816 -0.130229 1.65824
380 4.7812 2.59297 2.43741
439 -3.71708 1.52623 -1.5099
441 2.08152 0.458305 3.10228
443 -2.52686 -1.98948 -1.62862
396 0.151512 -3.32839 -0.511027
392 -0.230534 -3.08883 -2.48972
440 -2.97031 1.35872 1.01167
442 3.96219 1.58754 -0.0548572
444 -1.39875 -1.71874 1.35695
503 -3.60729 -2.51555 1.20856
505 -1.24498 -2.12324 1.96102
507 1.37821 -1.58259 0.728287
504 -0.18269 0.0996075 -0.995098
506 -0.0908788 -0.78463 -0.727944
508 -0.454736 -0.99263 1.63853
567 -1.29595 -0.644158 1.74402
569 -1.54202 0.783781 0.339264
571 -2.40618 -0.78281 -1.22392
585 0.779462 -2.5176 2.73349
568 0.427285 2.46366 2.94658
570 -1.82951 0.498236 3.38636
572 0.762732 0.0826612 -0.304161
631 -1.15931 0.712064 -0.0717598
633 -0.652693 -0.479564 -3.06637
635 -5.24755 0.288473 -0.875743
632 -0.129832 1.08571 -0.932259
634 -0.710507 -5.39879 0.838852
636 1.33441 0.539974 2.71608
695 2.62013 -0.0372748 -0.834308
697 -2.90563 2.00941 -1.46031
699 -0.535364 3.80768 -0.872133
698 0.0256145 1.27495 -3.55321
700 -1.2729 -0.609167 0.887861
652 -2.27202 -1.7714 1.18924
696 -0.619995 -1.92605 -1.44529
716 0.231963 0.204885 2.43159
759 -1.838 3.99803 1.13838
760 -0.597042 -0.530807 2.70587
761 3.03804 0.878128 -1.34309
762 -2.44294 -1.70347 0.739942
763 1.86961 2.03429 -1.47633
764 0.276412 0.879522 -1.9453
17 1.35396 3.76737 0.702591
2 2.16815 -2.19215 -1.06512
14 -1.07208 0.723385 1.31589
15 -1.43941 1.20141 1.95559
29 0.903741 -0.81858 0.5355
32 -1.38357 -1.83888 -1.75863
16 0.657516 -1.36709 1.14924
79 1.7996 2.09825 -0.0954072
93 2.04301 3.21872 0.976023
81 4.94655 1.47158 -0.554328
78 1.48973 2.01121 2.64941
96 2.14285 0.670258 -1.58197
143 0.851536 -1.39507 1.92639
157 2.37717 0.801667 3.05343
141 0.102407 -4.17976 -1.98797
80 -0.160254 -1.72767 -0.173576
142 2.3475 3.87693 -1.1426
160 -2.23437 0.657389 -0.25312
207 3.57992 1.1858 1.035
221 -1.42754 0.535775 -1.80267
257 0.969413 2.2409 -1.09176
206 3.21395 1.58044 0.183463
224 -0.210763 2.42545 4.66626
271 1.7062 2.55073 1.52665
285 2.04132 0.404987 -2.52722
337 -2.5382 1.51913 1.56951
270 2.52758 -1.85556 3.54763
288 2.07225 -2.36356 1.25191
335 0.109026 3.08946 -2.11345
349 1.65703 -2.5043 0.0802365
401 -2.92172 -0.594 -0.497316
385 2.03077 -0.109342 2.6854
334 -1.39086 1.37789 -1.87731
352 -2.60905 -0.828248 2.30095
399 0.149518 1.28866 -0.673874
413 -1.81002 0.0887927 0.490375
386 0.0563282 -0.961381 -2.41149
465 -1.03562 2.37423 -2.04653
398 -4.40369 -1.825 -0.328662
416 -1.05087 1.88344 0.417586
463 -0.0109965 -0.981102 -1.24037
477 2.13231 -2.69168 -0.328061
400 0.562843 0.0201208 2.25282
450 -0.0122905 1.46106 2.27869
462 -3.41253 1.78558 -2.58483
480 2.10095 -0.0165662 0.580191
527 -2.79085 -0.207507 0.0505354
541 1.84187 -1.79604 -1.94353
525 -2.05243 -0.383158 0.627114
514 -5.26361 -1.011 -0.976883
526 -2.31546 -3.33484 1.20337
544 -0.0139694 2.87657 -0.30152
591 0.432398 -3.35635 2.64953
605 0.365445 -0.0916815 2.21109
589 1.11633 -0.321508 -3.0905
578 -0.788673 0.65531 -0.595858
657 -1.10562 0.529327 -0.0364504
590 -2.00084 1.60869 -0.902751
608 0.935756 -2.22925 2.341
655 1.099 1.46996 -1.68142
669 -2.62081 -0.0255682 -0.281825
654 -2.93381 1.22117 -0.922225
653 -0.798061 -0.50307 0.7346
592 -3.04274 -0.150679 -1.06632
721 1.7399 2.73586 -2.29264
706 -0.765832 0.408447 -1.56997
672 -0.739781 1.82862 1.69327
718 0.619846 -1.8107 0.429033
719 -3.34413 1.09098 0.248667
733 0.0410077 1.40245 -1.44081
736 -2.81602 -1.31664 -0.134407
656 -3.99673 -1.2406 1.32125
18 2.97905 0.0134667 0.00368151
30 -2.83256 1.72126 -0.277967
31 2.90671 2.61061 2.82048
45 0.832343 -1.1245 -0.473016
46 3.7203 -0.858895 1.61018
47 2.78872 -3.51447 -2.64833
48 -1.167 6.05703 4.27588
95 -3.40656 -1.895 0.215364
109 0.965478 -2.1042 -0.037073
111 1.92376 -1.70015 0.0659787
98 0.649529 0.84843 0.609562
94 1.09392 -1.30124 2.15519
110 -2.72459 -0.704605 0.335997
112 -0.697455 1.99013 -1.55717
159 0.17124 1.32605 -0.786436
173 -0.276793 0.897606 -1.73884
175 2.11341 2.47812 -0.743742
158 -0.976022 2.80917 -1.76665
174 3.02449 -0.699099 -0.17052
176 -1.19892 -2.04842 4.51858
223 0.867801 -3.94748 3.28278
237 1.55468 0.351671 -4.69901
239 1.36429 2.26411 1.74978
222 1.14286 1.30158 -1.55487
238 -3.28891 -1.14674 -0.947656
240 -0.630278 1.16642 -0.043927
287 1.47894 -1.73339 0.20628
301 4.6662 -1.60716 -2.03437
303 1.74069 -1.2787 -2.02636
274 0.209487 -1.06058 1.98265
286 -2.9955 -0.604546 -0.566359
302 -0.802752 2.11836 1.13255
304 1.60289 -0.113227 2.62475
351 0.714809 -0.521568 -0.654537
365 -1.33267 -1.17337 -0.39981
367 -0.594989 2.9326 0.969806
354 1.59496 -2.17735 1.67765
350 3.30227 1.12936 0.68344
366 5.07876 0.167546 -2.53721
368 4.59675 -1.55285 2.31213
415 0.00484003 0.327907 -1.75511
429 -1.04033 1.46286 -0.937846
431 -0.772748 -1.76534 3.12452
402 4.28966 -1.89735 -0.868784
414 -0.368214 -0.228649 2.3508
430 0.346054 2.05811 1.06557
432 0.934548 -0.256439 -0.969222
481 1.08628 1.17699 -2.87043
479 -0.00310558 3.04131 -0.234697
493 -0.042984 3.96828 -1.13498
495 0.805901 -1.63513 -0.736832
482 -0.222539 -0.00506779 -3.17074
466 2.23437 -2.11899 -3.44762
478 2.55863 -0.0149389 3.14752
494 -0.762566 2.91267 -2.24267
496 0.2205 0.00504349 -0.602583
543 0.412487 2.77134 0.139312
557 0.0808781 -0.995122 0.113552
559 -0.00510948 -1.92789 1.08981
609 0.141597 -2.62476 1.11649
546 0.562028 1.24576 -0.476702
542 2.01051 -1.80557 -0.207241
558 -0.0977632 -1.29288 4.27423
560 -4.40332 0.639435 -0.31607
607 0.810966 -1.2387 -1.52192
621 -1.2447 1.95273 0.071429
623 1.83688 2.01393 3.473
610 -0.316435 -2.20709 -1.3601
594 0.539566 1.72832 1.96127
606 -2.43158 -2.93247 -0.909845
622 -0.444221 0.137854 2.34497
624 0.547979 0.0809016 3.15643
671 -4.3749 -0.214649 0.501908
685 1.80981 0.823908 -0.184592
687 -2.72037 0.664342 3.69573
670 -1.2696 1.16111 -0.825901
686 -1.67644 -2.18822 3.45849
658 -0.29431 -3.08881 0.863886
688 -1.40677 -1.05514 0.467678
