ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
768
ITEM: BOX BOUNDS ss pp pp
-6.6502451872036172e-01 4.2278819267736196e+01
0.0000000000000000e+00 1.4440000000000000e+01
0.0000000000000000e+00 1.4440000000000000e+01
ITEM: ATOMS id vx vy vz
447 0.900654 -0.819664 1.97688
434 1.99449 1.01626 -0.590547
446 -2.3264 -0.519212 2.05563
448 -2.56466 0.287879 0.438071
513 0.959536 -4.40122 1.40327
561 -2.92586 -0.210322 0.971015
497 -1.67303 -1.42118 1.29908
461 2.19112 -1.95626 -0.103529
509 0.480506 1.85126 -0.879927
511 1.41026 0.111863 0.753957
464 -1.36344 2.22483 3.89936
510 2.57129 0.704398 0.920197
512 0.398542 1.10591 -0.109955
573 -2.93891 1.90032 0.429572
575 -0.0131889 -0.875317 -0.212152
577 0.410848 -2.16684 -0.250636
589 0.94961 -0.720054 -0.796195
528 -1.12145 0.656843 -0.332818
562 0.561829 2.4876 -3.20139
574 2.44438 -1.05414 1.61124
576 0.466 0.0694446 2.62123
637 -0.0216656 1.6288 1.10526
639 -3.58583 -2.09399 2.38192
689 0.239757 3.53751 -2.6352
626 1.94308 0.328541 0.329031
638 0.356295 -1.75245 4.114
640 -1.85086 0.64655 1.0856
701 0.569507 -1.35749 0.822177
703 1.01594 2.65963 0.121402
753 0.93539 -0.530965 1.12057
705 1.24465 -1.14824 -4.11021
720 -2.65039 -2.09754 -2.73142
690 -0.0429436 0.25026 0.371193
754 -0.260097 1.46259 -2.62516
717 0.801537 0.243844 1.6966
702 3.4524 -1.54636 1.82231
704 -0.99263 2.45384 0.0380689
765 3.91793 -0.889168 3.31543
766 3.20365 0.345801 -1.20667
767 -1.90712 1.52608 -0.0804351
768 1.65996 -1.16538 1.47734
ITEM: TIMESTEP
1200
ITEM: NUMBER OF ATOMS
768
ITEM: BOX BOUNDS ss pp pp
-1.0372008585124128e+00 4.2377866146840674e+01
0.0000000000000000e+00 1.4440000000000000e+01
0.0000000000000000e+00 1.4440000000000000e+01
ITEM: ATOMS id vx vy vz
3 -2.25597 0.421528 -1.61931
6 -1.26488 1.50823 -0.858627
20 0.878227 1.22915 -2.38963
21 -0.0200875 -1.06548 -0.811329
85 -2.74245 1.95475 -1.95837
2 2.97702 0.65849 -3.46674
1 0.687135 0.580179 1.1806
67 3.47955 -0.963263 0.533173
65 -0.825538 -1.5749 4.30063
70 1.62251 -2.35278 0.179562
84 0.917891 0.959151 -0.603613
131 -0.784617 -1.00156 -1.61537
66 1.25359 3.27895 -0.0850302
145 2.4235 -2.95289 3.06398
149 -3.38015 -0.492579 0.373639
134 1.53119 1.25167 0.680538
148 -1.69841 1.35739 1.57061
195 -2.07907 0.0952974 -0.417559
213 3.04687 -3.81358 -0.44895
130 0.245016 -1.11047 -0.783564
198 -1.54981 -3.03375 2.53841
212 3.03305 1.41216 2.68849
259 0.139854 -1.14284 -1.00476
277 -0.389396 -4.0168 -0.689375
194 0.871369 -0.658409 -1.83022
262 0.77864 -3.42181 -0.295974
276 0.269822 4.71762 2.32433
258 1.55076 0.754509 1.45785
196 -1.39623 1.34575 0.985717
323 0.758932 -1.51689 1.0625
341 -4.63606 -3.16757 1.75488
326 0.620538 -1.02561 -0.434825
340 0.721094 -0.823642 -3.36365
324 -0.582996 -1.06628 0.39633
322 1.79168 1.4148 -0.35466
337 2.02803 -0.222504 1.18557
387 0.125533 -1.53403 -0.000581104
405 3.23888 2.01537 -1.61236
390 1.1041 -1.47822 -0.919221
404 -1.89652 -0.901057 0.28518
386 -1.8304 0.802294 1.73714
388 -0.767726 -0.966551 -0.362553
451 -2.73202 3.42586 0.695067
469 1.86415 -0.98918 -1.71163
454 -2.42011 -2.4083 -1.29544
468 -1.57911 1.15106 1.3118
515 -1.36017 -3.74361 -1.10526
533 -2.33413 0.273451 -0.78789
452 1.56107 -1.01255 -1.39985
465 -1.88207 2.09268 -1.83064
449 -0.501686 1.56763 3.96862
518 0.784987 -0.310561 -0.678378
532 2.66724 -1.16978 -0.430078
579 2.0551 -2.16394 2.91696
597 2.8643 -0.985709 2.45528
593 1.43263 -0.198852 0.304014
582 -2.47452 0.0289511 -2.80314
596 -1.5598 1.55119 -1.77368
643 0.208531 -1.15717 -0.00231501
661 1.31087 -0.995534 -1.40885
646 -1.25034 0.949388 4.65362
660 0.296363 -3.15233 -2.21738
707 0.479946 -0.323512 -0.790407
710 -2.10521 -1.38745 -2.03205
724 -0.694208 -1.65496 -1.11545
725 2.84694 -0.79006 -1.37892
708 -0.259164 -1.63196 -2.77323
709 -2.32911 1.68713 -0.363286
19 4.42399 -0.884469 -1.18721
22 -0.202027 1.93594 -2.84746
35 -1.88752 -3.23322 5.07303
36 -2.95669 1.44177 -0.546238
37 1.54178 -0.777032 -1.76246
38 2.45129 0.875467 -1.50335
34 1.74703 0.852874 2.61468
97 -0.0516984 1.32649 -1.36813
83 1.49767 -0.102296 -2.30589
99 -0.0330013 -3.48626 1.63252
18 -2.31068 -4.24111 4.42566
101 -0.103361 2.03074 -2.75058
86 -0.471824 -1.31511 2.78969
100 -0.350533 0.0867322 -0.708381
102 2.65531 4.14492 -2.63757
163 1.58598 -1.68827 0.1321
161 -5.74243 -0.18269 -1.45539
165 1.29594 -1.27546 0.938012
147 1.57307 -0.79785 -2.08708
82 4.08024 -3.38563 0.0627858
150 1.80615 4.04115 -1.05755
164 1.51628 -0.78668 -0.271748
166 -1.22131 1.52211 -0.336728
211 1.02082 1.21862 -1.00467
227 1.99291 -0.36281 1.24752
229 5.82088 5.55573 1.31183
225 0.800961 2.07287 -3.22297
162 1.83762 -1.1901 -1.63547
146 0.901419 0.156727 0.359304
214 -0.974087 4.30615 -2.26636
228 1.29457 1.01405 -5.68051
230 -2.72475 -2.7552 1.44092
275 -2.8831 0.281716 0.326084
291 -1.95128 0.925072 2.0811
293 -1.09656 -1.64522 0.03289
289 0.736252 -1.62569 0.0438895
210 2.81424 -2.64738 0.176489
278 1.51548 -2.20589 -2.82279
292 -1.4742 -1.8146 4.12786
294 -0.450072 -3.13675 0.0012931
290 1.44613 -1.00409 -0.646459
274 -0.933328 -1.84455 -0.0752741
339 1.63225 1.1076 2.28723
355 -0.757554 1.31263 -1.02712
357 -1.16109 1.68533 0.153875
342 -1.03811 -1.15153 -2.4317
356 0.0566751 -1.07699 -2.24412
358 1.06225 -1.04743 2.33543
338 0.0935404 -1.99891 -1.75732
353 -2.62536 0.936174 -0.638742
354 1.43111 -1.15595 2.59458
403 -1.53028 -3.93917 -2.88194
419 -2.01176 0.768053 0.701505
421 -2.01773 -0.373537 -2.68759
406 4.09148 0.999097 0.910168
420 -0.0166139 0.553307 0.43529
422 0.614752 -3.68598 3.36354
417 0.647037 0.684179 1.97782
402 -2.23698 -2.58138 -2.41488
467 0.204139 -3.12221 -0.544524
483 -1.18125 -2.33585 3.28915
485 1.22916 -0.785931 -0.744737
470 1.07362 3.06166 3.09099
484 -0.0556454 1.64164 1.56556
486 -0.00596502 1.03997 -4.19433
531 -1.0953 -1.31559 -1.59584
547 0.229242 -3.8168 2.1938
549 2.01187 -0.153648 -0.753843
466 -0.479625 1.14383 2.96796
545 0.265108 -1.06246 -1.32651
534 2.77964 2.91414 0.615075
548 1.27541 1.9585 -3.60217
550 0.424307 -2.87597 -0.633264
595 0.398977 -2.74865 1.60871
611 1.447 3.50295 -1.22494
613 0.38796 -1.01633 -1.72845
609 -1.41883 -1.10835 2.56451
530 -1.14315 -1.6179 -0.709523
612 0.381643 2.94948 -1.25869
598 1.8463 0.930824 2.59235
614 0.798947 2.26715 -0.104002
659 -0.324369 0.0116647 -0.170274
675 -1.10909 1.37527 0.243854
677 -0.235208 1.44541 -1.08917
610 -0.900885 0.391502 0.950834
673 -1.10872 0.0960636 3.06363
678 2.64374 1.25576 1.2593
662 -3.57339 0.121225 -0.141743
676 -1.21412 0.264083 -2.9556
723 -2.22153 -0.206976 1.66119
726 1.2294 -2.96951 -0.46772
739 -1.59976 -0.622625 -0.0108569
740 0.239235 5.95067 -1.707
741 0.669091 -1.35831 -1.33267
742 -0.187793 0.762417 -1.50545
4 3.10092 -4.88067 4.59872
69 5.52097 1.38598 1.13099
5 0.200375 -0.878994 0.894858
51 1.37912 -3.03472 0.249089
52 1.41049 -0.583688 1.24129
53 1.03835 -2.15887 -2.2716
54 1.85307 -1.87587 0.352531
50 -4.78332 -0.0808802 -2.00501
115 -2.87328 2.07708 2.04375
49 -0.603257 3.88842 1.86182
117 -1.21115 -0.0596505 0.222604
113 -2.19933 1.23408 0.829073
133 -1.93819 0.97078 -0.566196
68 -1.26328 -0.773192 -4.11611
116 6.16052 -1.22089 -3.07214
118 2.2544 -3.27019 -2.0385
181 1.08365 -3.63996 1.24795
179 2.76435 -0.139623 -2.51269
129 -2.17551 -0.527966 -0.579794
177 0.724374 0.454362 1.32676
132 -0.186943 -4.70854 2.33157
197 0.938297 -0.541402 1.63282
180 -1.28356 2.59669 -3.59916
182 2.46492 0.567142 0.0168209
243 -0.173523 0.46998 -1.60462
245 -1.48926 -1.06602 3.20312
241 2.65576 -3.29715 0.121817
193 0.300695 3.75653 2.32915
261 -0.662247 -0.314589 2.19136
244 0.895503 1.48071 0.163513
246 0.622759 -2.65623 -0.648355
307 2.55133 -0.771486 -0.47589
309 -1.75319 1.67791 -4.49702
260 -0.563872 1.55182 3.03556
308 -1.01541 0.714669 -0.118357
310 -3.48055 0.610727 0.554546
325 0.379373 -0.05027 1.75694
371 -1.71037 -4.72628 -1.87745
373 -2.77144 3.15679 1.73899
372 2.40904 -3.14886 1.8822
374 2.13749 0.368595 -1.54471
389 1.06855 -2.47268 1.27789
435 -2.0257 3.90081 0.859782
437 0.447308 -0.981674 0.101721
436 1.70479 0.485379 1.93742
438 -0.678432 -2.22695 -0.326051
517 -1.67185 0.843661 0.237823
453 0.768797 -1.73923 1.85722
499 3.23603 1.87757 -0.531786
501 -0.992315 3.44115 0.444686
500 0.0049443 -0.434385 1.01199
502 1.11377 1.44464 -1.70717
563 0.63489 -0.123512 -0.81074
565 -0.854699 2.04209 1.44103
498 -1.31742 -0.203989 -3.78992
581 1.23247 0.905311 -0.0836454
516 -0.311542 -4.10937 -1.13104
564 -0.0428889 -1.04452 -0.503443
566 -3.01051 0.483263 -4.07285
627 -1.8865 -0.840747 -0.702763
629 -0.491241 0.377608 -3.07139
625 0.62771 -1.0515 2.39097
580 1.7316 1.59665 -2.06864
645 -2.19672 -1.59314 2.21592
628 -0.4482 0.735183 3.21899
630 -1.84473 3.34106 -2.69271
691 0.216955 -1.58136 4.35573
693 3.19373 -1.47451 -0.624082
644 -1.59777 -2.01714 0.169089
694 -1.08105 -0.308469 -0.915311
692 -0.348631 0.159188 -0.730264
755 -0.794418 -0.149004 0.0737985
756 -1.02969 -1.09324 1.54528
757 -1.34835 0.244005 -0.00646653
758 -0.769872 -2.05478 0.334833
7 2.11995 1.1806 -1.28966
10 3.54246 0.322159 -1.21339
11 0.744487 0.0295105 -1.90061
24 2.42005 3.125 -0.327936
25 -0.122771 4.40284 0.136356
28 -1.08621 -0.28073 -2.69086
12 -0.106357 0.32696 0.950849
75 -1.47642 0.644362 1.41193
71 -1.38151 -1.68127 -2.21652
73 0.513556 -1.99809 1.26778
89 -0.997487 1.75616 -3.90516
74 -0.458844 -0.279517 -1.88303
88 -0.115893 2.67017 -0.920928
92 0.0990313 1.74645 2.96078
135 6.50873 0.727434 -0.0985488
76 0.978548 0.7675 0.481558
139 -1.89062 1.78534 -0.0511707
153 -4.33324 3.10643 2.94542
72 0.92627 1.9962 -0.472802
138 -0.423969 -0.735526 0.341374
152 0.201617 0.204204 1.28566
156 -1.66078 3.4694 -0.66545
199 1.91987 3.42649 -1.66684
203 1.67879 -3.11628 -2.47595
217 4.34359 1.9831 1.14452
201 0.0831694 -1.62708 3.88105
140 -0.107817 0.0013806 3.899
202 -0.778322 0.314544 0.616543
216 -2.18167 -0.143693 -1.41958
220 -1.12448 -0.934802 1.48702
263 2.41276 1.81318 4.22888
267 -0.906515 3.80093 2.06302
281 -2.19437 2.79295 -4.69736
204 -0.259547 -0.928661 -3.41968
266 -3.9825 -3.39992 -0.88667
280 -0.119896 1.63294 -1.35482
284 2.21603 -2.3628 2.22734
268 2.10974 4.2108 0.183132
327 -4.48261 1.9895 0.871027
331 2.51672 -1.90068 -2.82081
345 0.973386 0.20046 -2.26251
330 1.34242 0.0316167 -2.05443
344 -0.784747 4.88881 2.64719
348 -2.53921 2.74605 0.445145
328 2.67027 -0.239035 -1.00301
391 -0.961504 -3.22873 0.790508
395 -0.436207 1.50298 -2.84919
409 0.550871 -0.205154 2.44112
394 4.30157 -1.18298 0.676266
408 0.0141486 -0.325198 0.515822
412 1.06456 1.08186 1.10468
455 -0.0685259 2.25065 1.33017
459 -0.332798 -0.82584 -0.132587
473 1.18675 -0.178653 -1.06523
457 -0.849488 2.05408 1.18581
458 -0.583065 -2.22242 -1.1616
472 -0.325613 -1.53587 -0.746825
476 -0.492974 2.29225 0.901472
519 -1.68538 -0.547201 -1.3186
523 0.66324 0.594095 2.24838
537 0.652703 2.52989 -0.248751
460 -0.735404 -2.42842 0.00919548
522 0.95979 -1.14942 -0.971966
536 -0.695066 1.30796 -1.99194
540 -2.32921 2.94725 0.750174
583 2.79045 0.0593291 -2.85383
587 -0.712497 -0.0119325 -2.66903
601 -1.31502 0.472795 -0.619455
585 -1.3738 1.15168 -0.186388
586 0.0549995 -2.15196 0.931565
600 -0.221566 1.94705 0.80694
604 -1.52002 1.50142 1.79234
647 -0.818392 -0.757952 1.6538
651 1.21727 -1.22919 1.36431
665 1.38849 -1.76868 -2.09335
649 -1.35398 -1.25636 -1.57947
650 0.0252051 0.0130066 -1.28474
668 -1.41662 -0.759424 0.61964
664 1.06945 2.21309 -1.91392
711 0.319246 -1.13373 -0.960392
714 1.00533 -1.25836 -0.323308
715 1.33658 1.9749 0.987457
728 1.04311 1.07015 0.780027
729 0.937593 1.27707 -1.60441
732 1.71201 -0.389518 -0.531055
648 -1.02363 -0.964939 -1.85451
716 -0.00541202 1.00149 0.151795
713 -1.3583 -0.489766 -3.46521
652 -2.36483 -0.419189 1.12245
23 -4.60152 1.86272 0.769446
26 0.623325 1.37985 3.56467
27 0.46747 3.43819 -1.54008
39 1.08646 4.12774 -1.56026
40 0.0813791 0.329092 -1.7915
41 5.56623 1.62159 -1.25625
42 -0.851305 1.35518 3.7447
43 3.75887 3.11178 -1.55727
44 -0.623949 -1.57493 3.93907
103 -0.29462 3.22488 -1.32917
91 -1.72825 1.30597 2.27887
107 2.07339 1.70459 -2.30386
105 4.36153 -3.07233 -1.25752
87 3.03251 -0.249612 -1.09999
90 0.00519994 2.00462 0.677803
104 -0.519374 0.241282 2.68968
106 -0.262232 -3.16026 -2.17633
108 -2.17251 1.29988 -3.48187
155 -0.539592 -1.17641 2.06864
167 -1.55432 2.41844 0.157079
169 -0.152306 -3.01951 0.739916
171 -1.73874 -1.24415 3.15072
151 1.31125 0.545231 -0.693639
154 -2.96792 3.09203 2.39971
168 4.39837 3.44313 0.458326
170 1.95965 -0.311267 3.87989
172 0.278669 1.28728 -2.56566
215 -0.10631 -0.643484 -3.40763
219 2.77779 2.76078 -1.47533
231 0.549093 1.07413 3.18143
233 2.59353 1.67348 -2.74698
235 0.571752 -0.0877942 0.977841
218 0.0630562 3.05536 -1.52465
232 -2.5507 -1.92899 -0.0157523
234 3.8822 -0.245082 -1.07849
236 0.837684 2.76596 -0.132337
279 1.80183 0.679717 -0.0177042
283 1.8745 0.0345666 0.348247
295 -0.847813 0.964833 0.242155
297 0.433909 -2.94872 0.37742
299 3.08206 0.86393 1.99806
282 -0.921943 -2.00653 0.397344
296 1.45215 0.727982 0.552763
298 -1.49694 1.37954 0.507288
300 -1.01455 0.992672 1.64171
343 0.117136 -0.691058 -2.52196
347 0.0480102 -0.400666 -1.84504
359 2.40217 1.68856 -0.68256
361 0.362504 -1.21602 2.05116
363 -1.07426 -0.970564 0.4755
346 -1.59268 -2.06042 -0.641729
360 -0.985856 -0.752701 -0.390991
362 -0.27463 1.71741 2.41756
364 -2.10917 1.56892 3.84968
407 -0.418349 -0.0481632 3.0675
411 1.55073 0.840354 -0.325623
423 -0.856462 -2.27465 4.07785
425 -1.11627 1.52025 -3.61985
427 0.862363 -1.2586 0.611609
410 -0.743764 -2.8115 -2.3481
424 -1.26889 0.281587 0.673062
426 -1.08741 -1.61669 3.38726
428 -1.48953 0.612421 0.749289
471 1.03982 3.60583 2.05446
475 0.418135 -0.533467 -2.5725
487 -0.932278 1.24822 -0.470643
489 -0.87612 2.07633 0.382521
491 -2.38883 -1.68333 2.37533
474 -2.49243 -0.42786 -3.33811
488 0.253541 -0.320696 3.20932
490 1.49887 0.151445 0.31095
492 1.38466 -0.387847 -2.54719
535 -0.965177 1.91679 -0.442701
539 -0.557943 -0.10323 -0.50986
551 -3.1034 -0.676473 0.129919
553 3.08399 -2.827 -0.855657
555 -0.2829 0.45879 0.793042
538 -1.08752 -0.245487 -3.46383
552 2.50335 -0.645711 -0.187692
554 -0.561579 0.131257 0.329433
556 -1.02919 0.80568 1.33441
599 -0.635136 -0.0749728 0.475215
603 -1.05654 -1.49941 0.684975
615 0.983859 0.459427 -2.6381
617 -1.9706 -0.0182289 -0.64951
619 -1.18404 -0.176607 0.393332
602 -1.99658 0.220769 -0.797441
616 -0.180735 0.0217656 -0.412268
618 -1.58108 -0.16757 0.288612
620 -0.779452 -1.73576 1.75305
663 -2.57822 -0.453847 0.591397
667 -2.1372 0.393638 0.482427
679 -0.38008 -2.01195 -1.50591
681 2.08455 -4.54648 2.59329
683 1.70842 0.498836 -0.897046
684 -0.117831 2.46569 -1.85779
680 -0.958338 0.679931 0.375509
682 0.856097 2.599 -0.416071
666 -2.48589 -2.10312 2.58254
727 3.48286 -0.343381 3.15112
730 -0.0592692 1.64433 -0.176754
731 -0.712696 1.88727 0.633505
743 2.90074 -3.03861 -0.417643
744 0.884227 1.01812 -2.27726
745 0.813376 0.0816853 3.13115
746 -0.940135 -2.34807 -1.9509
747 -0.0989622 -0.607013 1.17132
748 0.42747 -2.31389 -0.20983
8 0.511914 6.8105 0.639457
9 1.93973 2.46669 -1.00529
55 1.68273 0.959967 0.81942
56 2.95634 -0.536163 -0.180939
57 1.56386 -1.64539 1.74671
58 -1.66319 -0.66092 1.00534
59 1.11495 -0.096803 1.11287
60 -1.23536 -2.07307 1.67177
119 2.00058 1.5532 -3.36475
123 1.60157 -1.98774 -1.14238
121 2.14093 -3.29259 -1.93388
120 -2.25888 0.773982 0.613869
122 -2.2085 0.140287 -0.893723
124 -0.0801106 -0.574036 2.5083
187 -0.192683 -1.24998 -1.75754
183 -0.245542 -1.68162 0.156819
185 -0.979038 -2.64339 -2.68947
137 0.256817 0.652961 4.05464
136 -0.374691 0.375104 0.421954
184 3.45165 0.774219 2.16906
186 0.790253 3.46411 -1.56515
188 1.25183 1.20678 1.17883
247 0.505969 0.33574 -0.0257869
249 -0.0436815 1.46334 0.935652
251 0.537002 -2.87287 -0.669759
200 -2.20947 2.14622 -1.29248
265 -0.860195 -0.726869 -0.92162
248 -1.55182 1.41513 2.16191
250 -2.73877 -0.62742 1.25182
252 -3.82317 -2.46482 0.478646
311 1.89084 -1.46891 -2.15385
313 5.03037 -0.605351 2.45703
315 0.549562 -3.61035 -2.94547
264 1.55237 -0.881969 0.873186
312 1.51909 0.744701 3.39714
314 1.72511 4.12588 0.121403
316 2.92062 1.84123 -0.936766
329 -1.20041 1.42605 -0.693441
332 0.739679 -0.968033 -0.830001
375 0.352303 -4.25059 -4.22733
377 -0.242304 0.264894 -1.40971
379 0.393986 -1.26721 2.72231
376 -1.8393 1.84429 2.37812
378 -1.49051 -3.85916 0.454246
380 0.652299 -1.26959 1.1262
393 1.38249 -0.604158 0.534878
392 -0.942882 -0.28797 1.72335
439 -2.46894 3.19942 1.04967
441 -1.28881 0.991322 1.59854
443 -0.575514 -0.343785 0.62631
396 1.3733 0.399594 0.452978
440 1.47772 1.7171 1.07251
442 -1.34819 0.556428 -1.66997
444 -1.29456 -0.412685 -2.3041
521 0.551588 3.34123 -2.13378
456 -1.64261 2.0624 -0.816236
503 2.80806 -0.409245 4.41188
505 -1.65319 2.01078 2.60482
507 -4.50213 1.6675 0.680801
504 -0.470587 -2.15596 3.86872
506 0.00909135 -0.822923 -0.874781
508 0.0472726 -1.09748 -1.76295
567 -1.29219 2.17618 0.17924
569 -2.75277 -0.277969 -1.21114
571 -0.609779 -2.74365 0.904907
524 0.523927 1.72056 1.37613
520 -0.646017 4.35216 1.94227
568 -0.779452 -1.05181 1.2724
570 0.833787 -0.934833 1.28538
572 -1.55051 2.25819 -0.14593
631 -1.24294 -0.278724 -1.83949
633 0.824531 -1.92747 -0.0187572
635 -0.249409 -3.43168 0.946006
588 -2.1296 -0.110738 -1.89109
584 1.16814 -2.24695 0.389701
632 3.07969 -1.54849 -1.28945
634 -0.298248 0.0986752 2.25291
636 0.396759 -1.16942 -1.43998
695 1.2838 0.844835 -0.373849
697 1.58866 1.95423 -1.37116
699 -0.181399 -0.129518 0.180992
712 0.109959 -0.385936 0.828249
698 1.5644 -1.29871 2.99178
700 2.15156 -0.185872 -0.257069
696 -1.70565 -2.02175 -3.35524
759 -2.2666 0.587747 -1.71237
760 -1.81168 0.499809 -1.38655
761 0.147363 -1.41801 3.63525
762 1.73625 2.58276 -1.43198
763 0.0075049 0.0666884 -0.176977
764 0.238762 1.70367 4.76941
17 -0.596093 3.0294 -0.297275
81 2.75966 -2.01913 3.45899
14 1.05775 2.12058 -6.20648
15 2.53006 -1.84563 1.56557
29 0.183128 -0.66308 -0.243877
32 1.2476 1.69782 0.262483
13 -2.03271 2.70355 -2.22018
79 -4.81887 0.70717 -0.864966
93 -3.11222 3.78386 -0.328441
77 3.34483 -3.00025 2.22358
78 3.23623 -0.0604361 -1.55995
96 0.315598 2.44263 2.67206
157 0.222859 1.35282 -2.12914
141 -2.52757 -3.25737 0.068327
80 -1.21331 -0.546958 -0.993699
143 2.55682 -3.51776 3.50486
209 -1.57713 0.986931 -0.261367
142 1.36535 1.56752 -2.21946
160 -3.7507 3.66594 0.23798
207 -1.43671 -1.04297 -0.185208
221 -3.69175 -0.820225 2.76968
205 0.0511279 -1.11797 1.84912
144 1.80661 -1.81763 0.786523
273 1.75505 1.21477 0.0477547
206 -0.54077 0.799959 -2.10881
224 -2.71397 3.69356 -0.34705
271 -0.873167 0.993683 2.39986
285 1.75841 -0.676283 1.19248
270 -2.7409 1.55053 -0.842916
288 -0.989965 -1.63057 2.1776
269 -2.56217 -1.22047 1.08879
257 4.68291 3.57926 0.991477
208 -1.87903 -1.99979 1.16951
272 -1.66421 2.73717 -3.93445
335 1.49001 -2.0149 1.10743
349 -4.03473 -1.13081 -3.71959
334 -1.71756 1.9788 0.379077
352 2.49695 -1.58069 -2.16867
336 1.11165 -0.244766 0.00397375
401 0.281409 0.446829 -0.280185
399 -1.13823 1.23639 1.43873
413 0.699126 1.59833 2.06365
397 -7.03543 0.207725 -3.48204
398 3.2497 2.59937 -2.28973
416 -2.06127 3.6063 1.11359
463 2.87089 1.45418 2.49465
477 -2.48043 1.30956 -0.944354
529 -1.53616 -0.290831 -1.49447
450 1.19267 -0.246313 -1.24873
462 -0.504499 0.835011 0.544023
480 1.03811 1.42287 2.46942
527 -1.04047 -1.47242 -2.01873
541 1.55493 1.65846 0.394146
525 1.83421 0.914565 -4.1022
514 -2.62428 0.522918 -4.03774
526 -0.0683568 0.647887 -0.904308
544 0.0349615 -0.17759 -0.355704
591 -1.68298 0.389644 -0.495457
605 0.737143 0.907791 1.47616
578 -1.80691 -6.43926 0.649291
657 -1.61679 1.10268 0.611484
590 -2.22394 2.6115 0.2975
608 -3.25742 -1.03854 -0.586348
655 0.438615 1.067 0.0834307
669 -0.949489 3.56194 3.16553
641 -0.379388 0.647254 0.0475839
653 0.0926746 2.73608 0.594975
592 0.717568 1.81285 1.52195
642 -0.662042 -2.72526 -0.280851
706 1.4515 -1.10409 2.52319
721 0.215229 -2.36406 1.12825
672 -1.41148 -0.00064307 -1.30311
654 -1.661 -1.93146 0.243114
718 0.421109 0.209336 -0.730981
719 -0.188242 -0.397474 1.88501
733 1.04848 -2.74636 -1.72799
736 -0.694579 -2.4546 1.46958
656 -3.33754 1.84112 1.67206
33 -0.136999 -3.04703 1.87113
30 1.85276 -2.47169 1.44588
31 1.17163 -1.75112 4.40637
45 0.596412 -2.15003 2.14915
46 1.31477 -1.26768 -1.04703
47 -1.13739 -1.5068 0.645823
48 -2.01642 -0.185941 -3.15704
111 2.83419 -2.29656 0.943833
95 -1.45844 -0.414785 -2.54649
109 -0.993841 0.302752 -1.61872
98 0.00560226 0.767037 0.44076
94 0.256345 -3.74085 -0.660577
110 1.28115 1.24722 0.764854
112 -2.27519 -0.691881 -3.77442
159 -0.182537 3.53157 0.974012
175 3.04736 -1.97835 -1.12721
173 0.565162 -1.69651 2.92984
158 1.73221 -5.0667 -1.11548
174 -0.857278 -5.03702 5.21193
176 0.160311 -3.34224 0.328225
223 -1.23254 1.32436 -0.0088881
237 -0.10118 -2.73899 -0.113013
239 1.63881 1.16442 -1.48762
226 -0.998424 -3.2407 -0.958014
222 -0.497012 -0.0067032 0.645627
238 3.26916 0.406765 -1.06251
240 1.15611 2.88419 -3.09672
287 1.97945 -1.81523 -2.47586
301 3.1156 -0.201632 1.48353
303 3.37609 1.78185 0.156538
286 -2.47438 1.19161 -1.81961
302 -2.06481 1.92278 2.88147
304 1.41625 -0.289137 -4.37824
351 0.111447 0.222865 -0.129607
365 -3.28087 2.95485 1.76562
367 0.533806 -0.273322 -2.16499
350 4.25245 -2.27835 -0.367926
366 2.08436 -1.1419 2.01495
368 4.95195 -2.29498 -2.92208
415 -2.93116 -0.447965 -2.12866
429 -3.4596 3.43188 1.77861
431 1.9293 5.63021 -0.0706725
418 -1.43901 1.66769 -0.252047
414 -1.17286 2.02355 -0.0750429
430 -0.950354 1.69759 -0.151498
432 -1.87873 1.90374 0.376346
481 -2.12096 1.18249 -1.32721
479 -2.17238 -2.61752 0.659777
493 1.39423 -3.29806 -1.54353
495 2.60371 0.735274 2.25095
482 2.77933 -2.43698 -1.30871
478 -0.0131007 1.30336 1.9488
494 -3.54412 -0.872968 -0.314703
496 0.692021 2.78487 3.22874
543 0.281665 -0.881034 1.52604
557 1.37917 -0.301824 -1.93437
559 -0.625532 -1.89219 0.769732
546 1.95157 0.943754 0.621583
542 -0.825252 0.700953 -2.25379
558 0.542927 -3.16502 0.52043
560 -0.00582914 2.46976 -0.374294
607 -2.15282 2.0498 1.32501
621 -0.898748 -2.17532 2.0488
623 1.97458 -1.04007 -1.5324
594 0.502573 -1.46176 1.22829
606 -2.04078 -2.31264 1.12623
622 1.3105 1.51945 1.01265
624 2.40028 -1.04555 -1.76564
671 0.156728 -1.10166 -0.945872
685 -1.29272 2.04449 0.32689
687 -0.295647 0.16964 2.00331
658 1.61727 -0.204219 -2.01006
670 -2.17952 3.10845 -0.835017
722 0.483247 0.351525 -2.39324
674 -1.05099 2.24489 0.147616
738 -0.493163 -0.742302 -1.36759
737 -1.28256 -0.630176 3.29727
686 -1.42031 -3.2084 -0.115201
688 -0.0119168 0.603861 1.3461
734 -0.648764 -3.18767 -0.103649
735 1.18095 -0.358471 -0.197872
749 -2.4583 0.817893 -1.2964
750 0.0374366 0.880746 3.22121
751 -1.41728 2.36238 -0.902479
752 -0.980207 -0.523134 -1.42081
16 1.83895 -2.83724 2.13394
